seq1,seq2,max_identical_run
gu_0_chr4A_20416258_20417701,gu_1164_chr35_2451192_2452585,30
gu_0_chr4A_20416258_20417701,gu_1166_chr35_3172738_3174093,34
gu_0_chr4A_20416258_20417701,gu_1168_chr35_3187352_3188745,30
gu_0_chr4A_20416258_20417701,gu_1170_chr35_3214112_3215505,30
gu_0_chr4A_20416258_20417701,gu_1174_chr35_3288920_3290314,21
gu_0_chr4A_20416258_20417701,gu_1183_chr35_4238490_4241888,17
gu_0_chr4A_20416258_20417701,gu_1184_chr35_4444415_4445861,31
gu_0_chr4A_20416258_20417701,gu_1189_chr35_4761830_4763586,17
gu_0_chr4A_20416258_20417701,gu_1197_chr35_4984787_4986180,30
gu_0_chr4A_20416258_20417701,gu_1205_chr35_5193972_5195730,17
gu_0_chr4A_20416258_20417701,gu_1208_chr35_5389351_5390713,17
gu_0_chr4A_20416258_20417701,gu_1212_chr35_5643180_5644927,17
gu_0_chr4A_20416258_20417701,gu_1214_chr35_5730066_5731511,40
gu_0_chr4A_20416258_20417701,gu_1218_chr35_6000071_6001829,17
gu_0_chr4A_20416258_20417701,gu_1220_chr35_6798600_6799955,34
gu_0_chr4A_20416258_20417701,gu_1222_chr35_6916770_6918529,17
gu_0_chr4A_20416258_20417701,gu_1226_chr35_7181417_7182863,23
gu_0_chr4A_20416258_20417701,gu_1230_chr35_7775650_7777088,28
gu_0_chr4A_20416258_20417701,gu_1234_chr35_8331176_8332625,21
gu_0_chr4A_20416258_20417701,gu_1246_chr35_8580882_8582269,46
gu_0_chr4A_20416258_20417701,gu_1255_chr35_9149135_9150581,23
gu_0_chr4A_20416258_20417701,gu_1257_chr35_9399778_9401191,27
gu_0_chr4A_20416258_20417701,gu_1262_chr35_9670819_9672265,31
gu_0_chr4A_20416258_20417701,gu_1265_chr35_9896692_9898138,23
gu_0_chr4A_20416258_20417701,gu_1267_chr35_10154831_10156243,28
gu_0_chr4A_20416258_20417701,gu_1269_chr35_10328699_10330454,17
gu_0_chr4A_20416258_20417701,gu_1271_chr35_10439321_10440772,32
gu_0_chr4A_20416258_20417701,gu_1273_chr35_10542496_10543947,46
gu_0_chr4A_20416258_20417701,gu_1276_chr35_10804444_10805899,30
gu_0_chr4A_20416258_20417701,gu_1282_chr35_2709427_2710877,21
gu_0_chr4A_20416258_20417701,gu_1314_chr35_5015286_5016737,18
gu_0_chr4A_20416258_20417701,gu_1320_chr35_5605406_5606852,28
gu_0_chr4A_20416258_20417701,gu_1322_chr35_5878223_5879634,19
gu_0_chr4A_20416258_20417701,gu_1360_chr35_8338429_8339823,32
gu_0_chr4A_20416258_20417701,gu_1364_chr35_8447183_8448628,26
gu_0_chr4A_20416258_20417701,gu_1371_chr35_9484639_9486086,29
gu_0_chr4A_20416258_20417701,gu_1382_chr35_10038736_10040154,21
gu_0_chr4A_20416258_20417701,gu_1386_chr35_10290480_10291925,22
gu_0_chr4A_20416258_20417701,gu_1389_chr35_10698626_10700071,32
gu_0_chr4A_20416258_20417701,gu_1395_chr35_10881917_10883368,20
gu_0_chr4A_20416258_20417701,gu_1400_chr36_1116056_1117507,28
gu_0_chr4A_20416258_20417701,gu_1402_chr36_1208267_1209660,40
gu_0_chr4A_20416258_20417701,gu_1404_chr36_1316290_1318046,17
gu_0_chr4A_20416258_20417701,gu_1406_chr36_1398688_1400139,46
gu_0_chr4A_20416258_20417701,gu_1407_chr36_1448740_1450496,17
gu_0_chr4A_20416258_20417701,gu_1409_chr36_1645363_1647109,17
gu_0_chr4A_20416258_20417701,gu_1411_chr36_1698020_1699471,37
gu_0_chr4A_20416258_20417701,gu_1413_chr36_1819099_1820543,46
gu_0_chr4A_20416258_20417701,gu_1415_chr36_2202042_2203431,23
gu_0_chr4A_20416258_20417701,gu_1417_chr36_2233856_2235611,17
gu_0_chr4A_20416258_20417701,gu_1419_chr36_2399545_2401301,17
gu_0_chr4A_20416258_20417701,gu_1428_chr36_2968704_2970461,17
gu_0_chr4A_20416258_20417701,gu_1430_chr36_3005671_3007428,17
gu_0_chr4A_20416258_20417701,gu_1435_chr36_3363412_3364857,46
gu_0_chr4A_20416258_20417701,gu_1437_chr36_3456561_3458318,17
gu_0_chr4A_20416258_20417701,gu_1439_chr36_3482764_3484520,17
gu_0_chr4A_20416258_20417701,gu_1441_chr36_3566400_3568157,17
gu_0_chr4A_20416258_20417701,gu_1443_chr36_3652182_3653929,17
gu_0_chr4A_20416258_20417701,gu_1445_chr36_3717861_3719307,36
gu_0_chr4A_20416258_20417701,gu_1446_chr36_3773357_3774800,25
gu_0_chr4A_20416258_20417701,gu_1448_chr36_3810343_3813012,17
gu_0_chr4A_20416258_20417701,gu_1451_chr36_4017375_4018821,23
gu_0_chr4A_20416258_20417701,gu_1455_chr36_4135582_4137329,17
gu_0_chr4A_20416258_20417701,gu_1457_chr36_4276779_4278225,43
gu_0_chr4A_20416258_20417701,gu_1463_chr36_4497644_4499400,17
gu_0_chr4A_20416258_20417701,gu_1465_chr36_4531090_4532539,32
gu_0_chr4A_20416258_20417701,gu_1467_chr36_4564737_4566186,32
gu_0_chr4A_20416258_20417701,gu_1469_chr36_4674380_4675827,31
gu_0_chr4A_20416258_20417701,gu_1470_chr36_4803938_4805695,17
gu_0_chr4A_20416258_20417701,gu_1472_chr36_4868242_4869687,43
gu_0_chr4A_20416258_20417701,gu_1477_chr36_6067482_6068842,17
gu_0_chr4A_20416258_20417701,gu_1494_chr36_7099538_7100987,20
gu_0_chr4A_20416258_20417701,gu_1498_chr36_7234310_7235755,41
gu_0_chr4A_20416258_20417701,gu_1502_chr36_7503305_7504750,46
gu_0_chr4A_20416258_20417701,gu_1504_chr36_7640598_7641958,17
gu_0_chr4A_20416258_20417701,gu_1506_chr36_7852797_7854244,31
gu_0_chr4A_20416258_20417701,gu_1509_chr36_8174986_8176437,45
gu_0_chr4A_20416258_20417701,gu_1511_chr36_8233730_8235477,17
gu_0_chr4A_20416258_20417701,gu_1513_chr36_8299430_8300876,36
gu_0_chr4A_20416258_20417701,gu_1514_chr36_8725622_8727071,22
gu_0_chr4A_20416258_20417701,gu_1517_chr36_9097697_9099110,28
gu_0_chr4A_20416258_20417701,gu_1519_chr36_9233457_9234903,47
gu_0_chr4A_20416258_20417701,gu_1531_chr36_9803700_9805456,17
gu_0_chr4A_20416258_20417701,gu_1539_chr36_10222838_10224289,31
gu_0_chr4A_20416258_20417701,gu_1541_chr36_10315983_10317434,37
gu_0_chr4A_20416258_20417701,gu_1543_chr36_10474824_10476270,22
gu_0_chr4A_20416258_20417701,gu_1545_chr36_10531926_10533384,32
gu_0_chr4A_20416258_20417701,gu_1547_chr36_10683195_10684641,32
gu_0_chr4A_20416258_20417701,gu_1555_chr36_11615427_11616873,44
gu_0_chr4A_20416258_20417701,gu_1557_chr36_11833611_11835368,17
gu_0_chr4A_20416258_20417701,gu_1559_chr36_11937997_11939391,32
gu_0_chr4A_20416258_20417701,gu_1561_chr36_12506059_12507515,22
gu_0_chr4A_20416258_20417701,gu_1564_chr36_13100819_13102576,17
gu_0_chr4A_20416258_20417701,gu_1568_chr36_1122669_1124110,32
gu_0_chr4A_20416258_20417701,gu_1569_chr36_1215444_1216895,32
gu_0_chr4A_20416258_20417701,gu_1573_chr36_1405938_1407384,35
gu_0_chr4A_20416258_20417701,gu_1575_chr36_1587828_1589274,22
gu_0_chr4A_20416258_20417701,gu_1576_chr36_1705143_1706592,22
gu_0_chr4A_20416258_20417701,gu_1581_chr36_2491787_2493230,20
gu_0_chr4A_20416258_20417701,gu_1596_chr36_3724924_3726343,17
gu_0_chr4A_20416258_20417701,gu_1597_chr36_3780603_3782053,38
gu_0_chr4A_20416258_20417701,gu_1598_chr36_3940563_3941956,32
gu_0_chr4A_20416258_20417701,gu_1600_chr36_4024615_4026065,30
gu_0_chr4A_20416258_20417701,gu_1604_chr36_4682630_4684081,32
gu_0_chr4A_20416258_20417701,gu_1614_chr36_5321512_5322925,18
gu_0_chr4A_20416258_20417701,gu_1620_chr36_5700938_5702353,25
gu_0_chr4A_20416258_20417701,gu_1632_chr36_6615597_6617012,25
gu_0_chr4A_20416258_20417701,gu_1636_chr36_6883639_6885085,35
gu_0_chr4A_20416258_20417701,gu_1638_chr36_7240709_7242159,32
gu_0_chr4A_20416258_20417701,gu_1643_chr36_7452161_7453606,25
gu_0_chr4A_20416258_20417701,gu_1647_chr36_7758099_7759545,32
gu_0_chr4A_20416258_20417701,gu_1649_chr36_7859912_7861363,32
gu_0_chr4A_20416258_20417701,gu_1656_chr36_8306492_8307911,17
gu_0_chr4A_20416258_20417701,gu_1660_chr36_8499474_8500918,32
gu_0_chr4A_20416258_20417701,gu_1671_chr36_9404229_9405673,24
gu_0_chr4A_20416258_20417701,gu_1674_chr36_9562257_9563705,35
gu_0_chr4A_20416258_20417701,gu_1685_chr36_10230047_10231497,18
gu_0_chr4A_20416258_20417701,gu_1686_chr36_10323192_10324641,22
gu_0_chr4A_20416258_20417701,gu_1688_chr36_10582968_10584414,29
gu_0_chr4A_20416258_20417701,gu_1692_chr36_10690079_10691530,30
gu_0_chr4A_20416258_20417701,gu_1701_chr36_11945197_11946590,32
gu_0_chr4A_20416258_20417701,gu_1709_chr36_12777320_12778771,25
gu_0_chr4A_20416258_20417701,gu_1714_chr36_13190164_13191610,32
gu_0_chr4A_20416258_20417701,gu_1741_chr37_2222778_2224171,24
gu_0_chr4A_20416258_20417701,gu_1746_chr37_2442330_2443723,28
gu_0_chr4A_20416258_20417701,gu_1818_chr37_3865359_3866752,28
gu_0_chr4A_20416258_20417701,gu_1823_chr37_3921176_3922569,24
gu_0_chr4A_20416258_20417701,gu_1929_chr37_5912064_5913457,28
gu_0_chr4A_20416258_20417701,gu_1988_chr37_7464227_7465620,24
gu_0_chr4A_20416258_20417701,gu_1996_chr37_7684142_7685535,28
gu_0_chr4A_20416258_20417701,gu_2001_chr37_7743691_7745084,24
gu_0_chr4A_20416258_20417701,gu_2081_chr37_10145387_10147143,17
gu_0_chr4A_20416258_20417701,gu_2097_chr37_13799274_13800662,48
gu_0_chr4A_20416258_20417701,gu_2120_chr37_13908905_13910293,30
gu_0_chr4A_20416258_20417701,gu_2262_chr37_12160801_12162249,17
gu_0_chr4A_20416258_20417701,gu_2282_chr37_12699727_12701120,30
gu_0_chr4A_20416258_20417701,gu_2318_chr37_13610361_13611806,17
gu_2_chr4A_20483465_20484911,gu_4_chr4A_20547713_20549169,30
gu_2_chr4A_20483465_20484911,gu_5_chr4A_20591402_20592846,35
gu_2_chr4A_20483465_20484911,gu_6_chr4A_20649891_20651295,29
gu_2_chr4A_20483465_20484911,gu_14_chr4A_20423464_20424915,22
gu_2_chr4A_20483465_20484911,gu_16_chr4A_20597982_20599420,36
gu_2_chr4A_20483465_20484911,gu_18_chr4A_20657030_20658476,22
gu_2_chr4A_20483465_20484911,gu_20_chr5_2017355_2019112,19
gu_2_chr4A_20483465_20484911,gu_22_chr5_2075683_2077134,43
gu_2_chr4A_20483465_20484911,gu_24_chr5_2118565_2120322,17
gu_2_chr4A_20483465_20484911,gu_28_chr5_2251569_2252996,43
gu_2_chr4A_20483465_20484911,gu_32_chr5_2557954_2559710,19
gu_2_chr4A_20483465_20484911,gu_34_chr5_2618055_2619415,17
gu_2_chr4A_20483465_20484911,gu_36_chr5_3098846_3100290,39
gu_2_chr4A_20483465_20484911,gu_38_chr5_3549040_3550796,17
gu_2_chr4A_20483465_20484911,gu_42_chr5_3643260_3644709,43
gu_2_chr4A_20483465_20484911,gu_50_chr5_3771615_3773059,31
gu_2_chr4A_20483465_20484911,gu_58_chr5_4131093_4132531,49
gu_2_chr4A_20483465_20484911,gu_60_chr5_4457178_4458624,89
gu_2_chr4A_20483465_20484911,gu_64_chr5_4634026_4635472,76
gu_2_chr4A_20483465_20484911,gu_66_chr5_4880895_4882341,89
gu_2_chr4A_20483465_20484911,gu_68_chr5_4968605_4970056,45
gu_2_chr4A_20483465_20484911,gu_69_chr5_5036585_5038030,31
gu_2_chr4A_20483465_20484911,gu_76_chr5_5482016_5483462,89
gu_2_chr4A_20483465_20484911,gu_78_chr5_5512831_5514277,89
gu_2_chr4A_20483465_20484911,gu_80_chr5_5560760_5562210,50
gu_2_chr4A_20483465_20484911,gu_83_chr5_5908661_5910107,89
gu_2_chr4A_20483465_20484911,gu_85_chr5_6075492_6076938,89
gu_2_chr4A_20483465_20484911,gu_87_chr5_6107352_6108739,19
gu_2_chr4A_20483465_20484911,gu_89_chr5_6258416_6259862,105
gu_2_chr4A_20483465_20484911,gu_91_chr5_6327031_6328480,32
gu_2_chr4A_20483465_20484911,gu_93_chr5_6437109_6438560,61
gu_2_chr4A_20483465_20484911,gu_97_chr5_6833003_6834449,89
gu_2_chr4A_20483465_20484911,gu_99_chr5_6864823_6866607,19
gu_2_chr4A_20483465_20484911,gu_102_chr5_7013507_7014953,52
gu_2_chr4A_20483465_20484911,gu_104_chr5_7044200_7045984,17
gu_2_chr4A_20483465_20484911,gu_106_chr5_7134137_7135582,89
gu_2_chr4A_20483465_20484911,gu_111_chr5_7236801_7238239,32
gu_2_chr4A_20483465_20484911,gu_113_chr5_7482511_7483957,89
gu_2_chr4A_20483465_20484911,gu_127_chr5_7833837_7835283,76
gu_2_chr4A_20483465_20484911,gu_129_chr5_7864629_7866422,17
gu_2_chr4A_20483465_20484911,gu_134_chr5_2158957_2160412,19
gu_2_chr4A_20483465_20484911,gu_137_chr5_2429817_2431268,19
gu_2_chr4A_20483465_20484911,gu_141_chr5_2511641_2513087,27
gu_2_chr4A_20483465_20484911,gu_148_chr5_3105337_3106752,21
gu_2_chr4A_20483465_20484911,gu_155_chr5_3650509_3651959,17
gu_2_chr4A_20483465_20484911,gu_161_chr5_4178210_4179666,22
gu_2_chr4A_20483465_20484911,gu_163_chr5_4238853_4240298,58
gu_2_chr4A_20483465_20484911,gu_172_chr5_5567612_5569055,27
gu_2_chr4A_20483465_20484911,gu_175_chr5_6956410_6957840,22
gu_2_chr4A_20483465_20484911,gu_178_chr5_7283999_7285455,22
gu_2_chr4A_20483465_20484911,gu_241_chr7_36122282_36123694,24
gu_2_chr4A_20483465_20484911,gu_244_chr7_36162166_36163578,24
gu_2_chr4A_20483465_20484911,gu_266_chr7_37386102_37387514,19
gu_2_chr4A_20483465_20484911,gu_269_chr7_37413959_37415371,19
gu_2_chr4A_20483465_20484911,gu_272_chr7_37433749_37435160,19
gu_2_chr4A_20483465_20484911,gu_275_chr7_37453600_37455011,19
gu_2_chr4A_20483465_20484911,gu_278_chr7_37473437_37474848,19
gu_2_chr4A_20483465_20484911,gu_367_chr10_2259888_2261645,17
gu_2_chr4A_20483465_20484911,gu_369_chr10_2338773_2340222,43
gu_2_chr4A_20483465_20484911,gu_373_chr10_2817781_2819227,89
gu_2_chr4A_20483465_20484911,gu_375_chr10_2954131_2955889,17
gu_2_chr4A_20483465_20484911,gu_377_chr10_3031697_3033147,48
gu_2_chr4A_20483465_20484911,gu_378_chr10_3077936_3079693,17
gu_2_chr4A_20483465_20484911,gu_380_chr10_3191103_3192554,44
gu_2_chr4A_20483465_20484911,gu_400_chr10_2346027_2347478,34
gu_2_chr4A_20483465_20484911,gu_445_chr10_3670115_3671503,17
gu_2_chr4A_20483465_20484911,gu_446_chr13_1177111_1178596,35
gu_2_chr4A_20483465_20484911,gu_449_chr13_1238367_1239805,36
gu_2_chr4A_20483465_20484911,gu_451_chr13_1414033_1415484,25
gu_2_chr4A_20483465_20484911,gu_463_chr13_1184338_1185823,27
gu_2_chr4A_20483465_20484911,gu_465_chr13_1285656_1287112,20
gu_2_chr4A_20483465_20484911,gu_467_chr13_1354006_1355452,86
gu_2_chr4A_20483465_20484911,gu_469_chr13_1421238_1422681,22
gu_2_chr4A_20483465_20484911,gu_475_chr16_1721510_1723689,19
gu_2_chr4A_20483465_20484911,gu_483_chr16_2571852_2574032,19
gu_2_chr4A_20483465_20484911,gu_496_chr16_3429703_3431883,19
gu_2_chr4A_20483465_20484911,gu_509_chr16_4121735_4123915,19
gu_2_chr4A_20483465_20484911,gu_511_chr16_4385023_4387203,19
gu_2_chr4A_20483465_20484911,gu_513_chr16_4525946_4528126,19
gu_2_chr4A_20483465_20484911,gu_517_chr16_4708901_4711081,19
gu_2_chr4A_20483465_20484911,gu_519_chr16_4750272_4752453,19
gu_2_chr4A_20483465_20484911,gu_618_chr29_6991957_6993407,30
gu_2_chr4A_20483465_20484911,gu_736_chr29_10004111_10005504,31
gu_2_chr4A_20483465_20484911,gu_751_chr29_5372567_5373983,17
gu_2_chr4A_20483465_20484911,gu_760_chr31_621086_622532,53
gu_2_chr4A_20483465_20484911,gu_765_chr31_790179_791926,17
gu_2_chr4A_20483465_20484911,gu_767_chr31_1054378_1055829,38
gu_2_chr4A_20483465_20484911,gu_769_chr31_1154399_1156156,17
gu_2_chr4A_20483465_20484911,gu_771_chr31_1461307_1462701,43
gu_2_chr4A_20483465_20484911,gu_784_chr31_2873691_2875137,91
gu_2_chr4A_20483465_20484911,gu_786_chr31_3003187_3004934,19
gu_2_chr4A_20483465_20484911,gu_788_chr31_3102339_3103789,48
gu_2_chr4A_20483465_20484911,gu_789_chr31_3652167_3653613,105
gu_2_chr4A_20483465_20484911,gu_793_chr31_3900044_3901801,17
gu_2_chr4A_20483465_20484911,gu_795_chr31_4018927_4020366,36
gu_2_chr4A_20483465_20484911,gu_797_chr31_4233068_4234823,17
gu_2_chr4A_20483465_20484911,gu_806_chr31_682650_684100,45
gu_2_chr4A_20483465_20484911,gu_811_chr31_1326739_1328195,19
gu_2_chr4A_20483465_20484911,gu_812_chr31_1468500_1469951,25
gu_2_chr4A_20483465_20484911,gu_845_chr31_2714444_2715842,20
gu_2_chr4A_20483465_20484911,gu_847_chr31_2778730_2780180,72
gu_2_chr4A_20483465_20484911,gu_855_chr31_3109611_3111062,48
gu_2_chr4A_20483465_20484911,gu_859_chr31_3606466_3607912,37
gu_2_chr4A_20483465_20484911,gu_860_chr31_3712573_3714024,27
gu_2_chr4A_20483465_20484911,gu_874_chr33_2397387_2398837,20
gu_2_chr4A_20483465_20484911,gu_876_chr33_2924655_2926101,44
gu_2_chr4A_20483465_20484911,gu_914_chr33_2783657_2785102,26
gu_2_chr4A_20483465_20484911,gu_953_chr34_813730_815091,19
gu_2_chr4A_20483465_20484911,gu_970_chr34_1237684_1239122,34
gu_2_chr4A_20483465_20484911,gu_971_chr34_1375653_1377093,19
gu_2_chr4A_20483465_20484911,gu_977_chr34_1553977_1555424,25
