locus_id,chrom,chrom_class,genomic_span_bp,cds_length_bp,coverage_frac,pct_mroh_of_span,est_heat_repeats
471,23,micro_derived,2913,1431,0.7418351477449455,49.12461380020597,12
472,23,micro_derived,2913,1431,0.7418351477449455,49.12461380020597,12
473,23,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
474,23,micro_derived,2911,1341,0.6951788491446346,46.0666437650292,11
475,23,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
480,23,micro_derived,2908,1428,0.7402799377916018,49.10591471801926,12
499,29,micro_derived,2172,1206,0.6251944012441679,55.52486187845304,10
518,29,micro_derived,2658,1116,0.578538102643857,41.98645598194131,9
537,29,micro_derived,1670,1065,0.552099533437014,63.772455089820355,9
540,29,micro_derived,2741,1122,0.5816485225505443,40.93396570594673,9
550,29,micro_derived,2741,1122,0.5816485225505443,40.93396570594673,9
559,29,micro_derived,2643,1368,0.7091757387247278,51.759364358683314,11
571,29,micro_derived,2172,1206,0.6251944012441679,55.52486187845304,10
581,30,micro_derived,2905,1323,0.6858475894245724,45.54216867469879,11
582,30,micro_derived,2578,1737,0.9004665629860031,67.377812257564,14
585,30,micro_derived,3144,1722,0.8926905132192846,54.770992366412216,14
586,30,micro_derived,3145,1545,0.8009331259720062,49.12559618441971,13
588,30,micro_derived,3177,1554,0.8055987558320373,48.91406987724268,13
589,30,micro_derived,2586,1623,0.8413685847589425,62.76102088167054,14
591,30,micro_derived,3145,1545,0.8009331259720062,49.12559618441971,13
592,30,micro_derived,3172,1599,0.8289269051321928,50.409836065573764,13
595,30,micro_derived,3145,1557,0.807153965785381,49.507154213036564,13
596,30,micro_derived,3175,1587,0.8227060653188181,49.98425196850393,13
597,30,micro_derived,3145,1617,0.838258164852255,51.41494435612083,13
599,30,micro_derived,3145,1557,0.807153965785381,49.507154213036564,13
602,30,micro_derived,2370,1503,0.7791601866251944,63.41772151898735,13
603,30,micro_derived,3145,1728,0.895800933125972,54.94435612082671,14
605,30,micro_derived,3145,1536,0.7962674961119751,48.83942766295707,13
607,30,micro_derived,2584,1620,0.8398133748055988,62.693498452012385,14
609,30,micro_derived,3114,1902,0.9860031104199068,61.078998073217726,16
610,30,micro_derived,3145,1518,0.7869362363919129,48.267090620031794,13
613,30,micro_derived,2370,1614,0.8367029548989113,68.10126582278481,13
614,30,micro_derived,3141,1668,0.864696734059098,53.104106972301814,14
617,30,micro_derived,3145,1545,0.8009331259720062,49.12559618441971,13
618,30,micro_derived,3121,1743,0.9035769828926904,55.84748478051906,15
619,30,micro_derived,3145,1581,0.8195956454121306,50.27027027027027,13
622,30,micro_derived,2621,1584,0.8211508553654744,60.43494849294162,13
626,30,micro_derived,2914,1431,0.7418351477449455,49.10775566231983,12
627,30,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
628,30,micro_derived,2910,1206,0.6251944012441679,41.44329896907217,10
629,30,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
630,30,micro_derived,2900,1413,0.7325038880248833,48.724137931034484,12
638,30,micro_derived,2614,1398,0.7247278382581649,53.48125478194338,12
642,30,micro_derived,3145,1557,0.807153965785381,49.507154213036564,13
649,30,micro_derived,3145,1905,0.9875583203732504,60.57233704292527,16
652,30,micro_derived,3119,1608,0.833592534992224,51.55498557229882,13
655,30,micro_derived,2610,1668,0.864696734059098,63.9080459770115,14
656,30,micro_derived,3172,1584,0.8211508553654744,49.93694829760403,13
659,30,micro_derived,3148,1491,0.7729393468118196,47.363405336721726,12
664,31,micro_derived,3123,1437,0.744945567651633,46.01344860710855,12
666,31,micro_derived,2903,1248,0.6469673405909798,42.990010334137104,10
669,31,micro_derived,2578,1734,0.8989113530326595,67.26144297905353,14
671,31,micro_derived,2578,1737,0.9004665629860031,67.377812257564,14
674,31,micro_derived,2911,1332,0.6905132192846034,45.75747165922364,11
675,31,micro_derived,1537,978,0.5069984447900466,63.630448926480156,8
688,33,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
689,33,micro_derived,2578,1770,0.917573872472784,68.65787432117921,15
695,33,micro_derived,2912,1332,0.6905132192846034,45.74175824175824,11
696,33,micro_derived,2912,1737,0.9004665629860031,59.64972527472527,14
697,33,micro_derived,2910,1413,0.7325038880248833,48.55670103092783,12
698,33,micro_derived,2911,1350,0.6998444790046656,46.375815870834764,11
700,33,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
705,33,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
708,33,micro_derived,2913,1440,0.7465007776049767,49.43357363542739,12
721,33,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
722,33,micro_derived,2911,1341,0.6951788491446346,46.0666437650292,11
723,33,micro_derived,2578,1569,0.8133748055987559,60.8611326609775,13
727,33,micro_derived,2596,1428,0.7402799377916018,55.007704160246526,12
729,33,micro_derived,2596,1776,0.9206842923794712,68.41294298921417,15
731,33,micro_derived,2578,1737,0.9004665629860031,67.377812257564,14
732,33,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
734,33,micro_derived,2627,1545,0.8009331259720062,58.81233346022079,13
735,33,micro_derived,2596,1611,0.8351477449455676,62.05701078582434,13
738,33,micro_derived,2596,1761,0.9129082426127528,67.8351309707242,15
739,33,micro_derived,2578,1593,0.8258164852255054,61.792086889061295,13
740,33,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
741,33,micro_derived,2596,1602,0.8304821150855366,61.71032357473035,13
742,33,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
743,33,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
744,33,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
745,33,micro_derived,2913,1413,0.7325038880248833,48.506694129763126,12
746,33,micro_derived,2912,1332,0.6905132192846034,45.74175824175824,11
748,33,micro_derived,2596,1419,0.7356143079315708,54.66101694915254,12
754,Z,sex_chrom,3121,1419,0.7356143079315708,45.46619673181673,12
788,Z,sex_chrom,2446,1035,0.536547433903577,42.31398201144726,9
1120,8,macro_derived,2889,1548,0.80248833592535,53.58255451713395,13
1123,8,macro_derived,2471,1524,0.7900466562986003,61.67543504653986,13
1226,unknown,micro_derived,3120,1275,0.6609642301710731,40.86538461538461,11
1248,unknown,micro_derived,3124,1299,0.6734059097978227,41.58130601792573,11
1249,unknown,micro_derived,2544,1746,0.9051321928460342,68.63207547169812,15
1251,unknown,micro_derived,3141,1887,0.9782270606531882,60.07640878701051,16
1252,unknown,micro_derived,3124,1299,0.6734059097978227,41.58130601792573,11
1253,unknown,micro_derived,1868,1014,0.5256609642301711,54.28265524625267,8
1257,unknown,micro_derived,3121,1236,0.640746500777605,39.602691445049665,10
1258,unknown,micro_derived,2578,1767,0.91601866251944,68.54150504266873,15
1452,unknown,micro_derived,3123,1437,0.744945567651633,46.01344860710855,12
1453,unknown,micro_derived,2649,1851,0.9595645412130638,69.87542468856172,15
1455,unknown,micro_derived,3141,1887,0.9782270606531882,60.07640878701051,16
1456,unknown,micro_derived,2578,1749,0.906687402799378,67.84328937160589,15
1458,unknown,micro_derived,2578,1563,0.8102643856920684,60.62839410395655,13
1460,unknown,micro_derived,2912,1350,0.6998444790046656,46.35989010989011,11
1461,unknown,micro_derived,2908,1410,0.7309486780715396,48.486932599724895,12
1465,unknown,micro_derived,2912,1332,0.6905132192846034,45.74175824175824,11
1467,unknown,micro_derived,2907,1347,0.6982892690513219,46.33642930856553,11
1468,unknown,micro_derived,3171,1917,0.9937791601866252,60.45411542100284,16
1470,unknown,micro_derived,2577,1791,0.9284603421461898,69.49941792782305,15
1472,unknown,micro_derived,3141,1899,0.9844479004665628,60.458452722063036,16
1473,unknown,micro_derived,3140,1887,0.9782270606531882,60.09554140127389,16
1475,unknown,micro_derived,2607,1809,0.937791601866252,69.39010356731876,15
1477,unknown,micro_derived,3123,1437,0.744945567651633,46.01344860710855,12
1480,unknown,micro_derived,3126,1557,0.807153965785381,49.80806142034549,13
